file_name,frame,conflict_frame,ego_ttcp,agent_ttcp,ego_a_c,agent_a_c,av_pass_first,ego_dis2des,ego_current_velocity,agent_dis2des,agent_current_velocity
189_agent_hv.csv,0,28,8.29,4.28,1.31,-0.3,False,24.82,3.0,11.02,2.57
189_agent_hv.csv,20,28,9.25,0.85,51.18,-0.8,False,20.36,2.2,3.44,4.05
192_agent_hv.csv,30,39,7.21,0.88,24.0,-1.3,False,10.59,1.47,4.71,5.35
194_agent_hv.csv,20,23,7.25,0.18,100.0,-1.08,False,13.52,1.87,0.74,4.01
195_agent_hv.csv,20,33,2.55,1.53,1.3,-1.1,False,3.81,1.5,5.39,3.52
195_agent_hv.csv,30,33,1.64,0.24,74.25,-5.56,False,2.5,1.53,1.28,5.34
198_agent_hv.csv,0,24,4.73,3.11,2.16,-0.43,False,30.6,6.47,9.3,2.99
198_agent_hv.csv,10,24,3.23,1.85,5.91,-0.86,False,23.63,7.31,6.02,3.25
198_agent_hv.csv,20,24,2.24,0.36,100.0,-3.45,False,16.41,7.33,1.66,4.6
199_agent_hv.csv,20,28,4.92,0.76,61.39,-1.99,False,20.97,4.26,4.4,5.79
19_agent_hv.csv,0,28,3.19,2.73,0.8,-0.39,False,20.51,6.42,11.76,4.31
19_agent_hv.csv,10,28,5.76,1.67,9.0,-1.1,False,17.67,3.07,7.45,4.48
19_agent_hv.csv,20,28,3.34,0.64,53.36,-2.19,False,13.52,4.05,2.92,4.53
200_agent_hv.csv,0,31,9.35,3.29,3.07,-0.52,False,25.66,2.74,12.39,3.77
201_agent_hv.csv,30,31,3.25,0.0,100.0,-1.74,False,15.06,4.63,0.0,2.84
202_agent_hv.csv,30,39,9.91,0.8,55.12,-1.03,False,19.19,1.94,4.44,5.55
203_agent_hv.csv,0,27,9.54,2.88,2.56,-0.49,False,15.23,1.6,9.72,3.37
204_agent_hv.csv,0,23,6.62,2.67,3.44,-0.51,False,20.55,3.11,7.51,2.81
204_agent_hv.csv,10,23,5.52,1.67,8.71,-0.73,False,17.41,3.15,4.82,2.88
204_agent_hv.csv,20,23,4.66,0.22,100.0,-1.53,False,14.35,3.08,0.83,3.75
207_agent_hv.csv,20,41,6.63,2.12,4.18,-0.95,False,13.8,2.08,9.85,4.64
20_agent_hv.csv,20,31,7.08,1.42,12.87,-0.95,False,16.23,2.29,5.94,4.19
20_agent_hv.csv,30,31,6.81,0.0,100.0,-2.16,False,14.54,2.13,0.0,7.36
214_agent_hv.csv,20,39,9.51,2.08,7.31,-0.38,False,20.24,2.13,4.85,2.33
214_agent_hv.csv,30,39,8.81,0.89,41.1,-0.54,False,18.11,2.05,2.37,2.66
215_agent_hv.csv,0,41,9.88,3.51,1.52,-0.37,False,14.51,1.47,9.93,2.83
215_agent_hv.csv,10,41,7.49,3.85,0.85,-0.26,False,13.0,1.74,7.69,2.0
215_agent_hv.csv,20,41,6.0,2.35,2.47,-0.47,False,11.2,1.87,5.46,2.33
215_agent_hv.csv,30,41,6.47,1.12,12.82,-0.68,False,9.72,1.5,2.99,2.66
215_agent_hv.csv,40,41,7.26,0.0,100.0,-0.87,False,8.51,1.17,0.0,3.17
219_agent_hv.csv,10,32,1.43,1.68,-0.7,1.56,False,5.78,4.03,10.56,6.27
219_agent_hv.csv,20,32,1.55,0.69,8.64,-4.56,False,3.71,2.39,4.43,6.39
219_agent_hv.csv,30,32,0.12,0.02,100.0,-83.06,False,0.37,3.12,0.09,5.76
21_agent_hv.csv,20,22,9.58,0.11,100.0,-0.92,False,17.65,1.84,0.51,4.46
220_agent_hv.csv,0,50,8.4,8.11,0.02,-0.01,False,15.91,1.89,10.37,1.28
220_agent_hv.csv,10,50,7.21,5.96,0.14,-0.07,False,14.28,1.98,8.87,1.49
220_agent_hv.csv,20,50,3.43,2.34,1.31,-0.51,False,11.29,3.29,6.46,2.77
220_agent_hv.csv,30,50,2.11,1.6,1.47,-0.59,False,7.83,3.72,4.09,2.56
221_agent_hv.csv,0,28,1.74,5.75,-1.16,5.68,False,8.38,4.81,12.33,2.14
221_agent_hv.csv,10,28,1.81,3.05,-0.75,2.31,False,5.09,2.8,9.28,3.04
222_agent_hv.csv,20,33,5.86,1.28,14.52,-1.16,False,15.22,2.6,5.57,4.35
222_agent_hv.csv,30,33,6.56,0.2,100.0,-1.44,False,13.29,2.03,0.96,4.87
223_agent_hv.csv,0,43,5.97,9.77,-0.2,0.34,False,15.06,2.52,15.6,1.6
223_agent_hv.csv,10,43,6.09,2.71,1.96,-0.77,False,12.99,2.13,11.5,4.24
223_agent_hv.csv,20,43,7.24,1.58,6.93,-1.02,False,11.07,1.53,7.47,4.72
224_agent_hv.csv,0,31,6.26,4.19,0.73,-0.2,False,19.24,3.07,7.97,1.9
224_agent_hv.csv,10,31,4.86,3.47,0.77,-0.22,False,16.11,3.31,6.35,1.83
224_agent_hv.csv,20,31,8.0,1.33,13.19,-0.62,False,13.99,1.75,3.98,2.98
224_agent_hv.csv,30,31,7.94,0.0,100.0,-1.24,False,12.29,1.55,0.0,4.91
225_agent_hv.csv,30,36,2.34,0.48,61.4,-4.72,False,8.9,3.8,3.33,6.95
226_agent_hv.csv,10,33,6.67,3.2,1.77,-0.25,False,17.44,2.61,5.16,1.61
226_agent_hv.csv,20,33,6.3,2.55,2.76,-0.28,False,15.1,2.4,3.78,1.48
226_agent_hv.csv,30,33,5.52,0.22,100.0,-1.21,False,12.27,2.22,0.76,3.47
22_agent_hv.csv,10,36,2.25,4.07,-0.76,1.72,False,7.78,3.46,9.75,2.39
22_agent_hv.csv,20,36,2.26,1.88,0.49,-0.52,False,5.17,2.29,6.64,3.52
22_agent_hv.csv,30,36,1.9,0.65,10.09,-2.82,False,3.24,1.71,2.67,4.08
230_agent_hv.csv,60,71,8.71,1.12,25.3,-1.0,False,18.21,2.09,5.6,5.0
230_agent_hv.csv,70,71,5.49,0.0,100.0,-2.24,False,15.83,2.88,0.0,6.15
231_agent_hv.csv,20,23,3.36,0.21,100.0,-3.58,False,13.76,4.1,1.36,6.41
232_agent_hv.csv,70,75,4.76,0.43,100.0,-2.49,False,13.86,2.91,2.78,6.5
233_agent_hv.csv,0,68,7.31,4.38,0.63,-0.37,False,15.18,2.08,14.72,3.36
233_agent_hv.csv,10,68,5.48,5.31,0.03,-0.03,False,12.82,2.34,12.01,2.26
233_agent_hv.csv,20,68,3.85,4.12,-0.08,0.08,False,10.29,2.67,9.59,2.33
233_agent_hv.csv,30,68,5.56,5.44,0.01,-0.01,False,8.44,1.52,7.89,1.45
235_agent_hv.csv,0,22,9.21,2.15,8.82,-0.67,False,26.59,2.89,8.6,4.0
235_agent_hv.csv,10,22,5.12,1.14,27.07,-1.27,False,22.63,4.42,4.8,4.2
235_agent_hv.csv,20,22,4.43,0.12,100.0,-1.88,False,18.43,4.16,0.5,4.28
236_agent_hv.csv,0,26,8.48,2.92,2.23,-0.29,False,14.53,1.71,5.47,1.87
236_agent_hv.csv,10,26,6.62,2.42,2.78,-0.3,False,12.84,1.94,3.82,1.58
236_agent_hv.csv,20,26,6.2,0.77,33.54,-0.56,False,11.35,1.83,1.53,2.0
238_agent_hv.csv,0,57,3.11,8.12,-0.36,1.77,False,7.39,2.38,13.88,1.71
238_agent_hv.csv,40,57,3.45,2.1,0.65,-0.83,False,3.67,1.06,7.76,3.69
238_agent_hv.csv,50,57,1.03,0.54,7.0,-5.15,False,2.14,2.07,3.06,5.63
245_agent_hv.csv,0,13,1.13,1.3,-1.87,1.54,False,10.72,9.46,7.63,5.89
245_agent_hv.csv,10,13,0.16,0.35,-29.11,79.12,False,1.47,9.28,1.87,5.35
246_agent_hv.csv,40,44,3.32,0.33,100.0,-4.49,False,13.3,4.01,2.72,8.27
248_agent_hv.csv,10,28,7.11,1.05,18.4,-1.04,False,11.9,1.67,4.53,4.32
250_agent_hv.csv,40,46,8.48,0.54,100.0,-1.03,False,20.81,2.45,2.54,4.67
251_agent_hv.csv,20,44,4.22,3.1,0.85,-0.28,False,15.42,3.66,6.86,2.21
251_agent_hv.csv,30,44,2.65,1.23,8.17,-1.3,False,11.54,4.36,3.94,3.22
251_agent_hv.csv,40,44,2.55,0.26,100.0,-2.35,False,8.07,3.17,0.87,3.34
253_agent_hv.csv,30,50,8.28,2.74,5.33,-0.45,False,29.91,3.61,7.65,2.8
253_agent_hv.csv,40,50,8.27,1.14,36.07,-0.74,False,27.18,3.28,4.0,3.53
255_agent_hv.csv,40,50,7.43,1.08,32.57,-1.21,False,22.22,2.99,5.67,5.27
258_agent_hv.csv,40,58,7.51,2.51,4.81,-0.94,False,22.75,3.03,13.36,5.32
258_agent_hv.csv,50,58,5.09,0.78,53.14,-2.63,False,19.09,3.75,6.19,7.92
259_agent_hv.csv,10,28,6.07,2.06,6.17,-0.95,False,19.82,3.27,8.97,4.36
259_agent_hv.csv,20,28,7.22,0.72,60.08,-1.37,False,17.3,2.4,3.95,5.5
260_agent_hv.csv,0,34,4.25,5.71,-0.38,0.36,False,18.14,4.27,12.77,2.24
260_agent_hv.csv,30,34,9.81,0.3,100.0,-0.83,False,14.23,1.45,1.26,4.21
263_agent_hv.csv,0,42,3.99,7.88,-0.43,0.58,False,13.56,3.4,9.34,1.19
265_agent_hv.csv,40,54,5.85,1.57,10.9,-1.2,False,18.36,3.14,7.5,4.78
265_agent_hv.csv,50,54,7.86,0.34,100.0,-1.34,False,16.48,2.1,1.85,5.49
266_agent_hv.csv,30,34,2.15,0.37,78.87,-3.45,False,6.52,3.03,1.67,4.49
26_agent_hv.csv,10,41,6.75,7.3,-0.07,0.07,False,21.77,3.22,22.03,3.02
26_agent_hv.csv,20,41,8.98,2.11,6.84,-1.14,False,19.9,2.21,14.09,6.68
26_agent_hv.csv,30,41,6.31,1.05,26.15,-1.86,False,17.29,2.74,7.38,7.04
26_agent_hv.csv,40,41,4.0,0.0,100.0,-3.91,False,14.04,3.51,0.0,7.82
271_agent_hv.csv,10,44,8.43,6.48,0.2,-0.07,False,18.06,2.14,8.61,1.33
273_agent_hv.csv,10,22,7.33,1.49,24.57,-1.2,False,34.23,4.67,8.18,5.5
273_agent_hv.csv,20,22,4.92,0.14,100.0,-2.94,False,28.83,5.86,1.01,7.45
280_agent_hv.csv,40,54,6.61,1.59,11.39,-1.14,False,18.96,2.87,7.93,4.98
280_agent_hv.csv,50,54,3.79,0.29,100.0,-3.21,False,15.2,4.01,1.88,6.59
281_agent_hv.csv,10,24,5.19,1.05,31.96,-1.98,False,22.08,4.25,6.77,6.45
281_agent_hv.csv,20,24,3.05,0.44,100.0,-2.85,False,17.49,5.73,2.23,5.07
282_agent_hv.csv,20,25,5.7,0.41,100.0,-2.46,False,19.34,3.39,3.09,7.55
283_agent_hv.csv,30,49,6.36,1.88,8.82,-1.23,False,22.13,3.48,10.38,5.54
283_agent_hv.csv,40,49,4.9,0.72,61.16,-2.2,False,18.58,3.79,4.55,6.33
285_agent_hv.csv,20,28,5.18,0.7,75.87,-2.1,False,21.49,4.15,4.43,6.29
286_agent_hv.csv,20,23,6.39,0.21,100.0,-1.56,False,15.34,2.4,1.07,5.14
287_agent_hv.csv,0,44,3.04,8.19,-0.71,1.96,False,14.09,4.63,14.41,1.76
287_agent_hv.csv,10,44,4.27,6.9,-0.28,0.54,False,10.89,2.55,12.92,1.87
287_agent_hv.csv,20,44,6.96,2.98,1.17,-0.55,False,9.12,1.31,9.99,3.35
287_agent_hv.csv,40,44,9.21,0.3,100.0,-1.12,False,7.51,0.82,1.61,5.34
290_agent_hv.csv,50,57,9.01,0.65,45.85,-0.66,False,10.44,1.16,2.08,3.21
291_agent_hv.csv,10,22,6.62,1.1,21.79,-1.1,False,15.81,2.39,4.82,4.38
291_agent_hv.csv,20,22,8.41,0.12,100.0,-1.05,False,14.48,1.72,0.52,4.46
293_agent_hv.csv,0,25,5.31,3.31,1.81,-0.54,False,26.36,4.96,12.7,3.83
293_agent_hv.csv,10,25,4.94,1.74,9.32,-1.2,False,21.77,4.41,7.96,4.59
293_agent_hv.csv,20,25,3.83,0.4,100.0,-2.7,False,17.27,4.51,2.3,5.77
294_agent_hv.csv,20,38,9.7,2.05,4.45,-0.37,False,11.86,1.22,4.72,2.3
294_agent_hv.csv,30,38,6.84,0.86,24.3,-0.65,False,10.28,1.5,2.21,2.56
299_agent_hv.csv,50,73,4.34,2.42,0.5,-0.8,False,3.33,0.77,9.46,3.91
299_agent_hv.csv,60,73,1.64,0.82,3.48,-3.08,False,2.33,1.42,4.17,5.07
299_agent_hv.csv,70,73,0.27,0.1,67.88,-21.28,False,0.54,2.03,0.43,4.46
2_agent_hv.csv,30,31,3.41,0.0,100.0,-4.44,False,17.08,5.01,0.0,7.57
301_agent_hv.csv,30,36,0.84,0.46,7.45,-8.53,False,1.75,2.08,3.72,8.01
303_agent_hv.csv,0,43,5.98,4.92,0.24,-0.24,False,16.63,2.78,19.84,4.03
303_agent_hv.csv,10,43,4.77,2.79,1.47,-0.98,False,13.79,2.89,15.6,5.6
303_agent_hv.csv,20,43,3.99,2.01,2.56,-1.31,False,10.42,2.61,10.55,5.26
303_agent_hv.csv,40,43,6.31,0.17,100.0,-1.81,False,8.03,1.27,1.01,5.88
305_agent_hv.csv,40,63,4.24,2.42,2.08,-0.69,False,14.17,3.35,8.22,3.39
305_agent_hv.csv,50,63,5.87,1.33,10.69,-0.93,False,12.22,2.08,4.7,3.54
305_agent_hv.csv,60,63,6.38,0.27,100.0,-1.35,False,10.25,1.61,1.22,4.51
306_agent_hv.csv,20,28,2.87,0.5,100.0,-4.16,False,18.64,6.49,3.63,7.23
31_agent_hv.csv,40,47,3.05,0.81,39.53,-2.59,False,17.65,5.78,4.37,5.38
32_agent_hv.csv,20,28,7.17,0.88,45.11,-1.14,False,19.91,2.78,4.09,4.65
33_agent_hv.csv,30,33,8.86,0.21,100.0,-1.36,False,12.4,1.4,1.27,6.16
34_agent_hv.csv,10,23,2.09,1.27,6.21,-1.19,False,12.8,6.13,4.02,3.16
34_agent_hv.csv,20,23,0.82,0.19,100.0,-8.18,False,6.01,7.32,0.85,4.39
35_agent_hv.csv,0,24,3.74,2.76,1.69,-0.59,False,24.53,6.56,11.63,4.22
35_agent_hv.csv,10,24,2.59,1.75,3.77,-1.05,False,17.79,6.87,7.28,4.17
35_agent_hv.csv,20,24,2.29,0.5,75.63,-2.97,False,12.09,5.27,2.16,4.34
37_agent_hv.csv,40,52,1.93,1.04,13.62,-0.79,False,15.97,8.28,1.73,1.66
37_agent_hv.csv,50,52,4.16,0.1,100.0,-0.76,False,12.36,2.97,0.16,1.63
39_agent_hv.csv,60,62,5.78,0.1,100.0,-1.81,False,18.43,3.19,0.54,5.32
41_agent_hv.csv,0,30,2.61,2.11,0.16,-1.92,False,1.87,0.72,27.69,13.11
43_agent_hv.csv,30,56,5.63,5.84,-0.02,0.03,False,10.38,1.84,12.11,2.07
43_agent_hv.csv,40,56,2.47,2.14,0.47,-0.42,False,7.99,3.23,8.36,3.9
43_agent_hv.csv,50,56,1.29,0.44,31.34,-7.25,False,4.61,3.58,3.14,7.12
52_agent_hv.csv,30,39,2.9,0.99,1.57,-1.7,False,1.17,0.4,3.7,3.74
54_agent_hv.csv,50,53,2.79,0.14,100.0,-5.65,False,11.81,4.23,1.16,8.29
55_agent_hv.csv,10,30,0.82,4.08,-0.05,21.45,False,0.11,0.14,9.03,2.21
56_agent_hv.csv,10,41,5.82,3.04,0.85,-0.51,False,8.26,1.42,9.47,3.12
60_agent_hv.csv,40,44,8.18,0.33,100.0,-1.58,False,12.85,1.57,2.25,6.72
65_agent_hv.csv,20,37,8.63,2.17,4.76,-0.8,False,14.97,1.73,10.0,4.61
65_agent_hv.csv,30,37,9.55,0.68,54.29,-1.14,False,13.51,1.42,4.03,5.89
66_agent_hv.csv,0,22,8.51,6.0,0.39,-0.07,False,23.65,2.78,5.63,0.94
66_agent_hv.csv,10,22,4.31,1.88,6.22,-0.54,False,19.5,4.53,3.9,2.07
66_agent_hv.csv,20,22,9.57,0.09,100.0,-0.92,False,17.05,1.78,0.4,4.46
70_agent_hv.csv,20,27,5.51,0.67,80.9,-1.41,False,20.67,3.75,2.99,4.43
71_agent_hv.csv,40,45,4.12,0.42,100.0,-1.49,False,11.03,2.68,1.43,3.41
72_agent_hv.csv,0,35,3.14,5.48,-0.66,0.8,False,13.45,4.28,9.24,1.68
72_agent_hv.csv,20,35,3.28,1.42,4.14,-1.55,False,7.36,2.24,6.36,4.49
72_agent_hv.csv,30,35,1.44,0.47,28.01,-4.52,False,4.59,3.19,2.28,4.83
74_agent_hv.csv,20,40,3.81,2.74,0.65,-0.76,False,8.67,2.28,14.06,5.14
74_agent_hv.csv,30,40,1.07,0.51,19.93,-10.56,False,4.94,4.6,5.42,10.72
75_agent_hv.csv,30,40,0.38,0.71,-0.28,16.25,False,0.08,0.21,2.51,3.51
78_agent_hv.csv,0,26,6.52,1.86,11.07,-1.86,False,26.79,4.11,15.8,8.49
78_agent_hv.csv,10,26,4.32,1.43,14.1,-1.97,False,21.54,4.98,9.08,6.36
78_agent_hv.csv,20,26,3.49,0.48,100.0,-2.9,False,16.6,4.76,2.84,5.87
79_agent_hv.csv,0,33,7.26,7.24,0.0,-0.0,False,11.92,1.64,8.3,1.15
79_agent_hv.csv,10,33,7.28,3.46,0.93,-0.28,False,10.64,1.46,6.64,1.92
79_agent_hv.csv,20,33,3.82,1.24,7.5,-1.15,False,8.55,2.24,4.06,3.26
79_agent_hv.csv,30,33,1.5,0.19,100.0,-4.67,False,5.31,3.54,0.75,4.0
82_agent_hv.csv,30,31,2.94,0.0,100.0,-5.89,False,14.74,5.02,0.0,8.66
83_agent_hv.csv,30,41,2.92,1.08,12.86,-2.68,False,11.91,4.08,6.7,6.2
83_agent_hv.csv,40,41,2.51,0.0,100.0,-6.17,False,9.09,3.61,0.0,7.74
84_agent_hv.csv,20,44,9.52,4.45,0.76,-0.2,False,14.05,1.48,7.81,1.76
86_agent_hv.csv,40,64,5.3,3.33,0.6,-0.51,False,8.96,1.69,12.18,3.66
86_agent_hv.csv,50,64,2.23,1.45,2.69,-1.61,False,8.11,3.64,7.47,5.14
86_agent_hv.csv,60,64,0.67,0.29,38.53,-10.41,False,2.87,4.31,1.74,6.09
91_agent_hv.csv,20,36,5.92,2.48,1.05,-0.59,False,5.58,0.94,7.5,3.02
91_agent_hv.csv,30,36,5.33,0.55,27.48,-1.69,False,4.63,0.87,2.77,5.02
92_agent_hv.csv,20,32,1.72,1.32,0.53,-1.28,False,2.0,1.16,6.3,4.76
92_agent_hv.csv,30,32,1.22,0.12,100.0,-8.55,False,1.14,0.93,0.7,5.79
93_agent_hv.csv,30,31,7.29,0.0,100.0,-1.57,False,12.74,1.75,0.0,5.72
95_agent_hv.csv,40,48,0.6,0.8,-0.81,3.88,False,0.77,1.28,2.83,3.55
98_agent_hv.csv,30,38,7.44,0.84,36.65,-0.76,False,14.58,1.96,2.68,3.19
