file_name,frame,conflict_frame,ego_ttcp,agent_ttcp,ego_a_c,agent_a_c,av_pass_first,ego_dis2des,ego_current_velocity,agent_dis2des,agent_current_velocity
57_agent_hv.csv,50,51,0.0,3.75,-2.62,100.0,True,0.0,4.91,12.27,3.27
59_agent_hv.csv,30,37,0.64,8.13,-1.13,60.86,True,3.22,5.0,13.53,1.66
5_agent_hv.csv,20,65,8.77,9.73,-0.03,0.03,True,11.53,1.31,10.81,1.11
60_agent_hv.csv,0,65,6.74,5.86,0.05,-0.14,True,7.2,1.07,21.88,3.73
61_agent_hv.csv,20,62,6.73,5.69,0.18,-0.07,True,18.66,2.77,9.2,1.62
61_agent_hv.csv,40,62,2.4,5.63,-0.94,1.48,True,11.06,4.61,7.44,1.32
61_agent_hv.csv,50,62,1.14,3.68,-1.99,6.21,True,6.02,5.3,5.85,1.59
64_agent_hv.csv,30,54,2.44,3.38,-0.57,1.35,True,8.49,3.48,14.41,4.26
64_agent_hv.csv,50,54,0.32,8.2,-0.87,100.0,True,1.19,3.7,11.91,1.45
65_agent_hv.csv,10,68,9.91,6.88,0.18,-0.14,True,13.67,1.38,15.98,2.32
65_agent_hv.csv,60,68,0.79,8.25,-0.79,34.91,True,2.83,3.59,12.05,1.46
66_agent_hv.csv,40,43,0.2,7.85,-1.47,100.0,True,1.19,5.91,17.15,2.19
67_agent_hv.csv,40,41,0.0,6.46,-1.56,100.0,True,0.0,5.03,15.02,2.32
68_agent_hv.csv,0,34,5.13,5.33,-0.04,0.05,True,12.79,2.49,16.82,3.16
68_agent_hv.csv,10,34,2.77,8.56,-0.56,2.58,True,9.75,3.52,14.64,1.71
69_agent_hv.csv,10,45,6.25,7.38,-0.09,0.1,True,13.93,2.23,12.94,1.75
70_agent_hv.csv,20,22,0.1,5.69,-2.23,100.0,True,0.65,6.46,11.24,1.98
73_agent_hv.csv,10,25,1.53,7.3,-0.94,11.01,True,6.69,4.36,16.3,2.23
74_agent_hv.csv,10,40,4.35,5.44,-0.18,0.32,True,10.82,2.49,15.33,2.82
77_agent_hv.csv,20,44,3.19,8.03,-0.49,1.39,True,10.38,3.25,11.71,1.46
77_agent_hv.csv,30,44,1.53,6.14,-1.04,6.41,True,6.51,4.26,10.0,1.63
77_agent_hv.csv,40,44,0.31,4.66,-2.1,100.0,True,1.64,5.24,8.38,1.8
7_agent_hv.csv,0,23,2.8,5.13,-0.68,1.89,True,10.69,3.82,16.29,3.17
7_agent_hv.csv,10,23,1.26,9.0,-0.94,15.23,True,6.22,4.92,14.06,1.56
8_agent_hv.csv,0,33,1.9,2.52,-0.55,2.08,True,5.42,2.85,15.26,6.06
8_agent_hv.csv,10,33,1.21,3.48,-0.81,9.81,True,2.59,2.15,11.01,3.16
8_agent_hv.csv,20,33,4.16,9.08,-0.05,0.57,True,1.75,0.42,9.12,1.0
8_agent_hv.csv,30,33,0.22,9.66,-0.45,100.0,True,0.49,2.23,7.92,0.82
9_agent_hv.csv,10,39,4.51,3.0,0.35,-0.85,True,4.69,1.04,17.16,5.72
